name,mz,rt,MS2.spectrum.name,Candidate.number,Level,Compound.name,CAS.ID,HMDB.ID,KEGG.ID,Lab.ID,Adduct,mz.error,mz.match.score,RT.error,RT.match.score,CE,SS,Total.score,Database,super_class,class,sub_class
M254T221_POS,254.085763620348,221.240272521973,mz254.088998917396rt198.985818,1,2,3'-Hydroxy-D-sepiapterin,41230-32-4,NA,NA,NO02257,(M+H)+,1.497293,0.9982081,NA,NA,25,0.5625465,0.7259196,orbitrapDatabase0.0.1,NA,NA,NA
M254T292_POS,254.149883448716,291.962890625,mz254.149924392752rt272.467146,1,2,Irgarol,28159-98-0,NA,C10927,MassBank_1570,(M+H)+,17.56098,0.7813669,NA,NA,15 % (nominal),0.6459196,0.6967123,massbankDatabase0.0.1,Organoheterocyclic compounds,Triazines,"1,3,5-triazines"
M255T640_POS,255.210438354137,639.881591796875,mz255.211322541426rt658.20006,1,2,5.beta.-Dihydrotestosterone,571-22-2,HMDB0006770,C05293,NO03362,(M+H-2H2O)+,1.556354,0.9980641,NA,NA,20,0.6129585,0.7573731,orbitrapDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids
M256T120_POS,256.103500455398,120.280448913574,mz256.103875562168rt111.825798,1,2,"7,8-Dihydroneopterin",1218-98-0,HMDB0002275,C04874,L0332,(M+H)+,0.4610946,0.9998299,NA,NA,30,0.8052353,0.8782083,nistDatabase0.0.1,Organoheterocyclic compounds,Pteridines and derivatives,Pterins and derivatives
M256T158_POS,256.092477993344,157.917877197266,mz256.092712211751rt146.886474,1,2,Ketorolac,66635-83-4,HMDB0014608,C07062,shen_3665_HMDB14608,(M+H)+,10.32769,0.9182102,NA,NA,Unknown_1,0.643083,0.7462557,hmdbDatabase0.0.1,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds
M256T305_POS,256.092447396755,304.947784423828,mz256.093223457577rt287.969466,1,2,5-Hydroxymethylcytidine,19235-17-7,NA,NA,L0264,(M+H-H2O)+,1.083644,0.999061,NA,NA,15,0.4584061,0.6611517,nistDatabase0.0.1,NA,NA,NA
M256T357_POS,256.061579567782,357.462066650391,mz256.061172003953rt370.402056,1,2,"2',3'-Dideoxycytidine",7481-89-2,HMDB0015078,C07207,NO01426,(M-H+2Na)+,14.56999,0.8438102,NA,NA,10,0.6422239,0.7178188,orbitrapDatabase0.0.1,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,"Pyrimidine 2',3'-dideoxyribonucleosides"
M256T908_POS,256.263158927631,907.980499267578,mz256.263392731123rt927.97998,1,2,Palmitamide,629-54-9,HMDB0012273,NA,NO02340,(M+H)+,0.2681722,0.9999425,NA,NA,30,0.7492667,0.8432701,orbitrapDatabase0.0.1,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides
M257T265_POS,257.112942721694,265.411865234375,mz257.113181521068rt250.296192,1,2,Pterostilbene,537-42-8,HMDB0130987,C10287,NO02377,(M+H)+,10.0462,0.9224327,NA,NA,15,0.6136632,0.7294518,orbitrapDatabase0.0.1,Phenylpropanoids and polyketides,Stilbenes,NA
M257T433_POS,257.07522167692,433.444976806641,mz257.081622467114rt485.048496,1,2,Liquiritigenin,69097-97-8,NA,C09762,NO02362,(M+H)+,1.806168,0.9973936,NA,NA,15,0.7560114,0.8465297,orbitrapDatabase0.0.1,Phenylpropanoids and polyketides,Flavonoids,Flavans
M257T667_2_POS,257.22609726489,667.344757080078,mz257.22629930722rt685.09194,1,2,"Androstane-3,17-diol",NA,NA,NA,MONA_14706,(M+H-2H2O)+,0.07739195,0.9999952,NA,NA,HCD (NCE 20-30-40%),0.5146607,0.6966611,monaDatabase0.0.1,NA,NA,NA
M257T681_POS,257.156962846585,681.445037841797,mz257.156954576247rt704.619,1,2,Polygodial,6754-20-7,NA,C09712,NO01969,(M+Na)+,14.13644,0.85225359999999994,NA,NA,35,0.4395252,0.5942983,orbitrapDatabase0.0.1,Organic oxygen compounds,Organic oxides,NA
M257T983_POS,256.964005717098,982.654357910156,mz256.964050292969rt972.1566,1,2,4-Hydroxyphenylpyruvic acid,156-39-8,HMDB0000707,C01179,shen_1211_HMDB00707,(M-H+2K)+,6.728872,0.964426,NA,NA,Unknown_1,0.5737613,0.7202606,hmdbDatabase0.0.1,Benzenoids,Benzene and substituted derivatives,Phenylpyruvic acid derivatives
M258T125_POS,258.10824330691,125.227401733398,mz258.108359082472rt118.443708,1,1,5-Methylcytidine,NA,HMDB0000982,NA,RPLC_31,(M+H)+,0.3522938,0.9999007,85.44371,0.63721,NCE25,0.695769,0.7571622,msDatabase_rplc0.0.1,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,NA
M258T197_NEG,258.043644986991,196.715721130371,mz258.043701171875rt169.92558,1,2,D-Glucosamine 1-phosphate (Glucosamine-1P),2152-75-2,HMDB0001109,NA,L0068,(M-H)-,13.22793,0.8693735,NA,NA,10,0.6563102,0.7362089,nistDatabase0.0.1,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
M258T204_POS,258.108199114373,203.786773681641,mz258.108489726693rt186.191622,1,2,2'-O-Methylcytidine,2140-72-9,NA,NA,MONA_4128,(M+H)+,0.04786673,0.9999982,NA,NA,10 ev,0.7350328,0.8343948,monaDatabase0.0.1,NA,NA,NA
M259T113_POS,259.092090587336,112.823860168457,mz259.092497717259rt99.702444,1,1,5-Methyluridine,NA,HMDB0000884,NA,RPLC_70,(M+H)+,0.005706852,1,50.52974,0.8541843,NCE25,0.7123927,0.8197424,msDatabase_rplc0.0.1,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,NA
M259T163_POS,259.103357930712,163.248550415039,mz259.10355469358rt149.532594,1,2,Acadesine (Drug),2627-69-2,NA,NA,L0015,(M+H)+,0.4132661,0.9998634,NA,NA,20,0.5639875,0.727441,nistDatabase0.0.1,NA,NA,NA
M259T217_POS,259.092150885802,217.257293701172,mz259.093311375194rt158.470992,1,2,gamma-L-Glutamyl-L-glutamic acid,1116-22-9,HMDB0011737,C05282,L0352,(M+H-H2O)+,2.153438,0.996297,NA,NA,35,0.6989796,0.8104736,nistDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M259T301_POS,259.092106434816,300.993957519531,mz259.092473478405rt288.096162,1,2,Ribothymidine,1463-10-1,HMDB0000884,NA,S0227,(M+H)+,0.04130399,0.9999986,NA,NA,30,0.7139101,0.8211933,nistDatabase0.0.1,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,NA
M259T628_POS,259.093696923511,628.352966308594,mz259.09403273975rt639.30222,1,2,3-Methyluridine,NA,NA,NA,MONA_16152,(M+H)+,3.866429,0.9881118,NA,NA,35,0.7096468,0.8140712,monaDatabase0.0.1,NA,NA,NA
M260T181_POS,260.058533177181,180.890991210938,mz260.058742030844rt166.55148,1,2,Glucosamine 6-phosphate,3616-42-0,HMDB0001254,C00352,shen_1799_HMDB01254,(M+H)+,14.34772,0.8481602,NA,NA,Unknown_2,0.4049549,0.5711569,hmdbDatabase0.0.1,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
M260T207_NEG,260.022814583742,207.453598022461,mz260.023042719759rt155.240196,1,2,O-Phosphotyrosine,21820-51-9,HMDB0006049,C06501,S0257,(M-H)-,24.7182,0.6133672,NA,NA,10,0.5401836,0.5676275,nistDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M260T461_POS,260.185421390975,460.875213623047,mz260.185539988482rt453.449982,1,2,Hexanoyl-L-Carnitine,NA,HMDB0000756,NA,MONA_18533,(M+H)+,0.2957288,0.99993,NA,NA,40,0.7482642,0.8426389,monaDatabase0.0.1,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters
M260T526_POS,260.094794637288,525.6455078125,mz260.089447021484rt475.82601,1,2,Skimmianine,83-95-4,NA,C10740,NO02445,(M+H)+,5.882446,0.9726971,NA,NA,15,0.6425729,0.7663695,orbitrapDatabase0.0.1,Organoheterocyclic compounds,Quinolines and derivatives,Furanoquinolines
M261T326_NEG,261.00714597751403,325.921691894531,mz261.007007747638rt359.10042,1,2,Homovanillic acid sulfate,38339-06-9,NA,NA,NO02537,(M-H)-,0.9806309,0.999231,NA,NA,15,0.7363617,0.8349377,orbitrapDatabase0.0.1,NA,NA,NA
M261T400_POS,261.130627568091,400.204498291016,mz261.131042480469rt390.293202,1,2,Ile-Met(O),NA,METPA000001,NA,NO02978,(M+H-H2O)+,10.8562,0.9100227,NA,NA,50,0.426204,0.607636,orbitrapDatabase0.0.1,NA,NA,NA
M261T414_POS,261.144374691518,414.249252319336,mz261.144475441615rt401.751708,1,2,gamma-Glutamylleucine,NA,NA,NA,MONA_14884,(M+H)+,0.115746,0.9999893,NA,NA,HCD (NCE 20-30-40%),0.7139724,0.8212287,monaDatabase0.0.1,NA,NA,NA
M261T535_POS,261.120843537198,535.276885986328,mz261.123366612617rt520.440564,1,2,DL-Alanine-.beta.-naphthylamide,2149-46-4,NA,NA,NO01511,(M+HCOO+2H)+,0.08346846,0.9999944,NA,NA,25,0.7168791,0.8230473,orbitrapDatabase0.0.1,NA,NA,NA
M261T637_POS,261.022331874744,637.415222167969,mz261.022609253334rt652.69872,1,2,Ifosfamide,3778-73-2,HMDB0015312,C07047,MassBank_1668,(M+H)+,23.72687,0.6373914,NA,NA,15 % (nominal),0.6656668,0.6550635,massbankDatabase0.0.1,Organoheterocyclic compounds,Oxazaphosphinanes,Isofamides
M262T128_POS,262.037609417348,128.416473388672,mz262.037912077414rt118.038576,1,1,N-Acetyl-L-Tyrosine,NA,HMDB0000866,NA,RPLC_149,(M+K)+,24.36731,0.6218773,9.685925,0.9942256,NCE50,0.7140002,0.7610258,msDatabase_rplc0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M262T138_POS,262.128152089426,138.335601806641,mz262.128434716182rt126.32208,1,2,Gly-Trp,2390-74-1,NA,NA,NO02498,(M+H)+,24.58679,0.6165547,NA,NA,5,0.6108818,0.6130091,orbitrapDatabase0.0.1,NA,NA,NA
M262T147_POS,262.091923901978,147.063079833984,mz262.092067864385rt199.483116,1,2,Flumequine,143984-63-8,HMDB0041895,NA,MassBank_2173,(M+H)+,11.61966,0.8976157,NA,NA,30 (nominal),0.5092667,0.6548976,massbankDatabase0.0.1,Organoheterocyclic compounds,Quinolines and derivatives,Quinoline carboxylic acids
M262T272_1_POS,262.164629144721,272.045974731445,mz262.164918462274rt254.01915,1,2,(2R)-3-Hydroxyisovaleroylcarnitine,99159-87-2,NA,NA,NO02517,(M+H)+,0.04615568,0.9999983,NA,NA,15,0.7645145,0.8528209,orbitrapDatabase0.0.1,NA,NA,NA
M263T176_POS,263.105638070317,175.984878540039,mz263.110989908282rt177.460152,1,2,Met(O)-Pro,NA,METPA000001,NA,NO02529,(M+H)+,12.47477,0.8829419,NA,NA,5,0.680647,0.7565076,orbitrapDatabase0.0.1,NA,NA,NA
M263T202_NEG,263.02251144362,201.715759277344,mz263.022629184186rt161.436816,1,2,3-Methoxy-4-Hydroxyphenylglycol Sulfate,71324-20-4,HMDB0003332,NA,L0228,(M-H)-,1.12704,0.9989843,NA,NA,"35,15",0.700145,0.8122097,nistDatabase0.0.1,Benzenoids,Phenols,Methoxyphenols
M263T385_POS,263.080074796455,385.153610229492,mz263.082182057199rt373.91607,1,2,Asp-Glu,6157-06-8,NA,NA,NO02526,(M+H)+,13.04486,0.8727251,NA,NA,5,0.6490819,0.7329481,orbitrapDatabase0.0.1,NA,NA,NA
M263T408_POS,263.14313880758,407.575164794922,mz263.139038085938rt433.32474,1,2,Pro-Phe,13589-02-1,HMDB0011179,NA,NO02524,(M+H)+,0.09521485,0.9999927,NA,NA,15,0.6633341,0.7895811,orbitrapDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M263T620_POS,263.088712062051,619.571105957031,mz263.08898870358rt628.2327,1,2,Indarubicin,NA,NA,NA,MONA_14941,(M+H)+,18.65286,0.7570369,NA,NA,HCD (NCE 20-30-40%),0.5674512,0.6385458,monaDatabase0.0.1,NA,NA,NA
M265T462_POS,265.115516142944,461.751861572266,mz265.118780240433rt411.455502,1,2,Alpha-N-Phenylacetyl-L-glutamine,28047-15-6,HMDB0006344,C04148,L0217,(M+H)+,1.175601,0.998895,NA,NA,35,0.7762272,0.8597276,nistDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M265T775_POS,265.17949953285,775.191101074219,mz265.179769758582rt798.79614,1,2,Dinor-12-oxophytodienoic acid,197247-23-7,NA,NA,NO02570,(M+H)+,0.07560355,0.9999954,NA,NA,10,0.5704458,0.7315269,orbitrapDatabase0.0.1,NA,NA,NA
M266T689_POS,266.172148691624,688.686218261719,mz266.172653102296rt707.55324,1,2,Oxprenolol,6452-71-7,HMDB0015520,D08318,NO02588,(M+H)+,6.117244,0.9705071,NA,NA,10,0.7009053,0.802006,orbitrapDatabase0.0.1,Benzenoids,Phenol ethers,NA
M267T115_POS,267.108349069208,114.932800292969,mz267.108682788965rt107.13483,1,2,Glu-His,NA,METPA000001,NA,NO03145,(M+H-H2O)+,0.2930276,0.9999313,NA,NA,15,0.5373794,0.7108364,orbitrapDatabase0.0.1,NA,NA,NA
M267T331_POS,267.122452020765,330.825927734375,mz267.122859926484rt321.321792,1,2,Prolinamide,NA,NA,C19781,MassBank_1944,(2M+K)+,2.599816,0.9946074,NA,NA,90 (nominal),0.4837287,0.6753082,massbankDatabase0.0.1,Organoheterocyclic compounds,Pyrrolidines,NA
M267T497_POS,267.131149926401,497.10124206543,mz267.133815481463rt516.627756,1,2,2-Aminobenzimidazole,934-32-7,NA,C10901,MassBank_14864,(2M+H)+,3.711296,0.9890415,NA,NA,20,0.5896352,0.7394126,massbankDatabase0.0.1,Organoheterocyclic compounds,Benzimidazoles,NA
M267T595_POS,267.120048212982,595.454040527344,mz267.120243527749rt603.94962,1,2,Viramune,NA,HMDB0014383,C07263,MONA_15351,(M+H)+,9.543851,0.9297235,NA,NA,HCD (NCE 20-30-40%),0.6845585,0.7764954,monaDatabase0.0.1,Organic nitrogen compounds,Organonitrogen compounds,Amines
M268T214_POS,268.103604151495,214.283843994141,mz268.103941371572rt274.075638,1,2,Adenosine,58-61-7,HMDB0000050,C00212,MassBank_2043,(M+H)+,0.2715711,0.999941,NA,NA,45 (nominal),0.7819615,0.8637038,massbankDatabase0.0.1,"Nucleosides, nucleotides, and analogues",Purine nucleosides,NA
M269T123_2_POS,269.123898536142,123.265472412109,mz269.124246440408rt112.941318,1,2,N-Acetyl-L-carnosine,56353-15-2,NA,NA,NO02702,(M+H)+,0.633899,0.9996786,NA,NA,40,0.7150247,0.8217699,orbitrapDatabase0.0.1,NA,NA,NA
M269T212_1_POS,269.087629385893,211.504821777344,mz269.087913339702rt204.706242,1,2,Allopurinol riboside,16220-07-8,HMDB0000481,NA,n01179,(M+H)+,0.3916507,0.9998773,NA,NA,40,0.7459277,0.8411588,nistDatabase0.0.1,"Nucleosides, nucleotides, and analogues","Pyrazolo[3,4-d]pyrimidine glycosides",NA
M269T292_POS,269.058764079782,292.037887573242,mz269.059046789814rt272.332536,1,2,2-Picolinate,98-98-6,NA,C10164,MassBank_16551,(2M+Na)+,14.21697,0.8506982,NA,NA,Unknown_1,0.410196,0.5753843,massbankDatabase0.0.1,Organoheterocyclic compounds,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives
M269T502_POS,269.08942594029,501.522094726562,mz269.090332919235rt496.341036,1,2,3-Hydroxy-3'-methoxyflavone,76666-32-5,NA,NA,MONA_3880,(M+H)+,23.68514,0.638401,NA,NA,10 ev,0.5612861,0.5902042,monaDatabase0.0.1,NA,NA,NA
M269T512_NEG,269.150046106418,512.498596191406,mz269.150382597125rt563.047884,1,2,Estrone,53-16-7,HMDB0000145,C00468,S0343,(M-H)-,10.74351,0.9117966,NA,NA,"35,15",0.6275403,0.7341364,nistDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids
M269T837_NEG,269.211850889594,837.458557128906,mz269.211848853868rt851.32992,1,2,(Z)-3-Hydroxyhexadec-7-enoic acid,NA,NA,NA,MONA_10961,(M-H)-,0.8649153,0.9994017,NA,NA,10,0.5567401,0.7227382,monaDatabase0.0.1,NA,NA,NA
M269T982_POS,269.099003083251,982.076171875,mz269.099274869909rt976.20096,1,2,Moclobemide,71320-77-9,HMDB0015302,D02561,shen_4346_HMDB15302,(M+H)+,14.70159,0.8412139,NA,NA,Unknown_2,0.6972387,0.7512294,hmdbDatabase0.0.1,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives
M271T292_POS,271.073780042063,292.147689819336,mz271.074551505583rt280.7094,1,2,3-Cysteinylacetaminophen,53446-10-9,HMDB0240217,NA,NO02807,(M+H)+,0.371236,0.9998898,NA,NA,40,0.7221199,0.8262836,orbitrapDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M271T577_POS,271.201059599847,577.28515625,mz271.205655864187rt632.8041,1,2,Dehydroepiandrosterone (DHEA),53-43-0,NA,C01227,MassBank_1891,(M+H-H2O)+,0.06466047,0.9999967,NA,NA,15 (nominal),0.4232689,0.6395418,massbankDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids
M271T745_POS,271.204729104598,745.22998046875,mz271.206435556463rt713.96094,1,2,Dehydroepiandrosterone,53-43-0,HMDB0000077,C01227,shen_197_HMDB00077,(M+H-H2O)+,2.013541,0.9967618,NA,NA,Unknown_1,0.6917463,0.8061271,hmdbDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids
M272T214_POS,272.069563971735,213.711235046387,mz272.07080078125rt169.559172,1,2,Deoxycytidine,951-77-9,HMDB0000014,C00881,M0452,(M-H+2Na)+,22.25195,0.6729263,NA,NA,20,0.4412302,0.5281162,metlinDatabase0.0.1,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,Pyrimidine 2'-deoxyribonucleosides
M272T786_POS,272.258144961764,785.782409667969,mz272.2582800265rt808.35126,1,2,Myristoyl Ethanolamide,142-58-5,NA,NA,MONA_18317,(M+H)+,0.3731737,0.9998886,NA,NA,10,0.6954504,0.8096147,monaDatabase0.0.1,NA,NA,NA
M273T517_POS,273.075027948248,516.987670898438,mz273.076331540667rt528.559548,1,2,(-)-Naringenin,480-41-1,HMDB0002670,C00509,M0467,(M+H)+,1.328852,0.9985883,NA,NA,20,0.6589119,0.7862906,metlinDatabase0.0.1,Phenylpropanoids and polyketides,Flavonoids,Flavans
M273T734_POS,273.220667020601,734.418060302734,mz273.221206919282rt747.69972,1,2,3alpha-Hydroxy-5alpha-androstan-17-one (Androsterone),53-41-8,HMDB0000031,NA,S0358,(M+H-H2O)+,0.1827018,0.9999733,NA,NA,35,0.7722611,0.8576532,nistDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids
M273T836_POS,273.184330325947,835.980895996094,mz273.185499322592rt848.77014,1,2,Galaxolidone,256393-37-0,NA,NA,MONA_636,(M+H)+,1.423286,0.9983807,NA,NA,60 % (nominal),0.5588219,0.7236565,monaDatabase0.0.1,NA,NA,NA
M274T156_POS,274.102990510564,156.199096679688,mz274.103240604887rt146.617086,1,2,L-Thyronine,1596-67-4,HMDB0000667,NA,NO02858,(M+H)+,10.39849,0.9171329,NA,NA,5,0.6435785,0.7461614,orbitrapDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M274T275_POS,274.067720851056,274.561874389648,mz274.072606674589rt263.929512,1,2,Carprofen,53716-49-7,HMDB0014959,C18364,NO02869,(M+H)+,24.01669,0.6303746,NA,NA,5,0.465412,0.527273,orbitrapDatabase0.0.1,Organoheterocyclic compounds,Indoles and derivatives,Carbazoles
M274T390_POS,274.091822483574,389.940689086914,mz274.092104263417rt378.875946,1,2,N-Acetylneuraminic acid,131-48-6,HMDB0000230,C19910,L0104,(M+H-2H2O)+,0.06065854,0.9999971,NA,NA,40,0.804125,0.877577,nistDatabase0.0.1,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
M274T610_1_POS,274.143377160004,609.617309570312,mz274.144423104829rt668.904,1,2,N-Acetylretigabine,229970-68-7,NA,NA,NO02860,(M+H)+,23.55776,0.6414818,NA,NA,10,0.4723798,0.535793,orbitrapDatabase0.0.1,NA,NA,NA
M276T279_POS,276.143846215532,279.039749145508,mz276.144217504276rt264.132648,1,2,Trp-Ala,24046-71-7,NA,NA,NO02902,(M+H)+,24.79376,0.6115342,NA,NA,5,0.5564316,0.5770951,orbitrapDatabase0.0.1,NA,NA,NA
M276T348_POS,276.075262833846,347.658966064453,mz276.076268318657rt332.313132,1,2,Flufenacet ethanesulfonic acid,201668-32-8,NA,NA,NO02922,(M+H)+,15.4208,0.82676,NA,NA,5,0.4174577,0.5709461,orbitrapDatabase0.0.1,NA,NA,NA
M276T365_POS,276.180156157346,364.888336181641,mz276.180541992188rt352.205562,1,2,Cyclobenzaprine,303-53-7,HMDB0015060,C06931,M0679,(M+H)+,14.60498,0.8431214,NA,NA,20,0.5874808,0.683346,metlinDatabase0.0.1,Benzenoids,Dibenzocycloheptenes,NA
M276T594_POS,276.158890936238,594.443786621094,mz276.16010367201rt606.60198,1,2,Homatropine,87-00-3,NA,C07814,M0379,(M+H)+,1.75918,0.9975273,NA,NA,20,0.6706072,0.7932022,metlinDatabase0.0.1,Alkaloids and derivatives,Tropane alkaloids,NA
M276T709_POS,276.198767236428,708.666717529297,mz276.199127197266rt735.49686,1,2,"5-Methyl-4-[(1R,6R)-3-methyl-6-(1-methylethenyl)-2-cyclohexen-1-yl]-1,3-benzenediol",317321-41-8,NA,NA,NO02425,(M+NH4)+,8.067993,0.9492586,NA,NA,10,0.4684016,0.648723,orbitrapDatabase0.0.1,NA,NA,NA
M277T379_POS,277.117923331835,379.387924194336,mz277.118195495035rt364.249326,1,2,Aspartame,22839-47-0,HMDB0001894,C11045,MONA_762,(M+H-H2O)+,0.1904524,0.999971,NA,NA,35 % (nominal),0.4033948,0.6271109,monaDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M277T401_POS,277.104483300717,400.682861328125,mz277.10594874327rt385.003944,1,2,Guvacine,498-96-4,NA,C10149,M1003,(2M+Na)+,24.87814,0.6094871,NA,NA,20,0.4455794,0.5070448,metlinDatabase0.0.1,Alkaloids and derivatives,Not available,NA
M277T602_POS,277.1429115871,601.889465332031,mz277.144056163391rt648.0378,1,2,L-Saccharopine,?997-68-2,HMDB0000279,C00449,L0155,(M+H)+,11.54041,0.8989348,NA,NA,15,0.4580368,0.6233735,nistDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M277T652_POS,277.104270462611,652.3173828125,mz277.104650959148rt673.13124,1,2,Dihydromethysticin,19902-91-1,HMDB0030791,C09926,NO02941,(M+H)+,6.122602,0.9704562,NA,NA,5,0.6064692,0.7429643,orbitrapDatabase0.0.1,Phenylpropanoids and polyketides,Kavalactones,NA
M277T682_POS,277.215788394544,682.392761230469,mz277.216957001872rt723.93972,1,2,Stearidonic Acid,20290-75-9,HMDB0006547,C16300,M1370,(M+H)+,1.892505,0.9971388,NA,NA,20,0.6179811,0.7601652,metlinDatabase0.0.1,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives
M278T120_POS,278.122911739287,119.67204284668,mz278.124009452817rt110.657028,1,2,Gln-Met,114659-59-5,HMDB0028803,NA,NO02950,(M+H)+,17.77363,0.7766841,NA,NA,5,0.4933746,0.5996157,orbitrapDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M278T413_POS,278.033333842031,413.339797973633,mz278.033409318328rt399.390846,1,2,Imidacloprid,105827-78-9,HMDB0040292,C11110,shen_5433_HMDB40292,(M+Na)+,20.48244,0.7148916,NA,NA,Unknown_1,0.5175414,0.5915477,hmdbDatabase0.0.1,Organic nitrogen compounds,Organonitrogen compounds,Guanidines
M278T604_POS,278.17467429359,603.81640625,mz278.175672030403rt622.8948,1,2,Isoleucyl-Glutamate,5355-16-8,HMDB0028906,NA,n01140,(M+NH4)+,11.38008,0.9015814,NA,NA,35,0.5799933,0.7005888,nistDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M279T293_POS,279.096948341786,293.041549682617,mz279.095529728066rt241.862928,1,2,Sulfamethazine,57-68-1,HMDB0015522,C19530,shen_4490_HMDB15522,(M+H)+,11.20832,0.9043842,NA,NA,Unknown_6,0.413204,0.59739660000000006,hmdbDatabase0.0.1,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides
M279T472_POS,279.163172063786,472.149200439453,mz279.158990923466rt501.822006,1,2,Alpha-CEHC,4072-32-6,HMDB0001518,NA,n01252,(M+H)+,0.2976913,0.9999291,NA,NA,35,0.6741095,0.7962919,nistDatabase0.0.1,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans
M279T522_POS,279.131365448924,521.932098388672,mz279.131510751272rt516.921276,1,2,Oxadixyl,77732-09-3,NA,C18753,NO02984,(M+H)+,6.223122,0.9694932,NA,NA,5,0.5341156,0.6973822,orbitrapDatabase0.0.1,Benzenoids,Benzene and substituted derivatives,Anilides
